atoll,isl_type,island,2014Male,2014Female,2015Male,2015Female,2016Male,2016Female,2017Male,2017Female,2018Male,2018Female,2019Male,2019Female,2020Male,2020Female,2021Male,2021Female,2022Male,2022Female,2023Male,2023Female,2024Male,2024Female,2025Male,2025Female,2026Male,2026Female,2027Male,2027Female,2028Male,2028Female,2029Male,2029Female,2030Male,2030Female,2031Male,2031Female,2032Male,2032Female,2033Male,2033Female,2034Male,2034Female,2035Male,2035Female,2036Male,2036Female,2037Male,2037Female,2038Male,2038Female,2039Male,2039Female,2040Male,2040Female,2041Male,2041Female,2042Male,2042Female,2043Male,2043Female,2044Male,2044Female,2045Male,2045Female,2046Male,2046Female,2047Male,2047Female,2048Male,2048Female,2049Male,2049Female,2050Male,2050Female,2051Male,2051Female,2052Male,2052Female,2053Male,2053Female,2054Male,2054Female
N,admin,Landhoo,297.4209673,354.5790327,301.2771153,358.1242011,304.9466756,361.3583898,308.429648,364.4681866,311.4772489,367.1426118,314.4004579,369.5682534,317.1370791,371.7451111,319.5005247,373.6731852,321.6773824,375.3524754,323.4810646,376.782982,325.1603549,377.778117,326.4664695,378.4622723,327.6481923,379.0220357,328.4567395,379.1464275,329.0165029,379.0842316,329.5762663,378.9598397,329.887246,378.6488601,330.2604216,378.2756844,330.5714013,377.6537251,330.8201851,377.0939617,330.8201851,376.2854145,331.0067729,375.4768673,330.882381,374.5439283,330.882381,373.3622055,330.882381,372.1182867,330.3848135,370.8121721,329.949442,369.2572737,329.3274826,367.3291997,328.5811314,365.2767338,327.3994086,363.0376801,326.1554898,360.4254507,324.7871792,357.4400458,322.9834971,354.5168368,321.0554231,351.0338644,318.8785653,347.3021082,316.3907278,343.0727845,313.5297148,338.5946771,310.419918,333.80559,307.0613374,328.7055232,303.3917772,323.4810646,299.5978251,317.6968425
N,admin,Maafaru,317.948488,379.051512,322.0707813,382.8413622,325.9936087,386.2987694,329.7169703,389.6231995,332.9749118,392.4822093,336.099876,395.0752647,339.0253744,397.4023657,341.5519412,399.4635124,343.8790423,401.2587046,345.8072117,402.7879424,347.6024039,403.85176,348.9986645,404.5831346,350.2619479,405.181532,351.1262997,405.3145092,351.7246971,405.2480206,352.3230945,405.1150434,352.6555375,404.7826004,353.0544691,404.3836688,353.3869121,403.7187828,353.6528665,403.1203854,353.6528665,402.2560336,353.8523323,401.3916818,353.7193551,400.3943528,353.7193551,399.1310694,353.7193551,397.8012973,353.1874463,396.4050367,352.7220261,394.7428217,352.0571401,392.6816751,351.2592769,390.4875513,349.9959935,388.0939617,348.6662215,385.3014404,347.2034723,382.1099876,345.2753029,378.9850234,343.2141563,375.2616617,340.8870552,371.2723457,338.2275112,366.7511209,335.1690356,361.9639416,331.8446056,356.8443194,328.2542211,351.3922541,324.3313937,345.8072117,320.275589,339.6237718
N,admin,Lhohi,260.4714299,310.5285701,263.8485166,313.6333111,267.0621959,316.4657064,270.1124678,319.1891634,272.7814557,321.5313364,275.3415053,323.6556329,277.7381475,325.5620528,279.8079748,327.2505962,281.7143947,328.721263,283.2939998,329.9740532,284.7646666,330.8455595,285.9085186,331.44472,286.9434322,331.9349423,287.6515311,332.0438806,288.1417533,331.9894114,288.6319756,331.8804731,288.9043213,331.6081274,289.2311361,331.2813126,289.5034818,330.7366212,289.7213584,330.2463989,289.7213584,329.5383001,289.8847658,328.8302013,289.7758275,328.0131642,289.7758275,326.9782505,289.7758275,325.8888677,289.3400744,324.7450157,288.9587904,323.3832872,288.414099,321.6947439,287.7604693,319.8972622,286.7255557,317.9363732,285.6361729,315.6486693,284.4378518,313.0341505,282.8582467,310.4741009,281.1697033,307.4238291,279.2632834,304.1556806,277.0845178,300.4517791,274.5789373,296.530001,271.8554803,292.3358771,268.9141467,287.8694076,265.7004674,283.2939998,262.3778499,278.2283697
N,admin,Miladhoo,364.4775351,434.5224649,369.2030907,438.8669274,373.6999905,442.8302967,377.9682343,446.6412287,381.7029476,449.9186302,385.2852237,452.8911571,388.6388438,455.5588095,391.5351522,457.9215873,394.2028045,459.9794906,396.4131451,461.7325193,398.4710484,462.9520176,400.0716398,463.7904226,401.519794,464.4763903,402.5106363,464.6288276,403.196604,464.552609,403.8825718,464.4001717,404.263665,464.0190785,404.7209768,463.5617667,405.10207,462.7995803,405.4069446,462.1136125,405.4069446,461.1227702,405.6356005,460.1319279,405.4831632,458.9886483,405.4831632,457.5404941,405.4831632,456.0161213,404.8734141,454.4155299,404.3398836,452.5100639,403.5776972,450.1472861,402.6630735,447.632071,401.2149194,444.8881999,399.6905466,441.6870171,398.0137365,438.0285224,395.803396,434.4462463,393.4406181,430.1780025,390.7729658,425.6048841,387.7242202,420.4220166,384.2181627,414.9342745,380.4072308,409.0654393,376.2914242,402.8155108,371.7945245,396.4131451,367.1451874,389.3248116
N,admin,Magoodhoo,114.9541162,137.0458838,116.4445292,138.4161023,117.8628255,139.6661261,119.2090051,140.8680721,120.3869121,141.9017457,121.5167414,142.8392636,122.5744539,143.6806258,123.4879328,144.4258323,124.329295,145.0748831,125.0264237,145.6277783,125.6754746,146.012401,126.1802919,146.2768292,126.6370314,146.4931794,126.9495373,146.5412573,127.1658876,146.5172184,127.3822379,146.4691405,127.5024325,146.3489459,127.646666,146.2047124,127.7668606,145.9643232,127.8630163,145.7479729,127.8630163,145.4354669,127.9351331,145.122961,127.8870552,144.7623772,127.8870552,144.3056377,127.8870552,143.8248593,127.6947439,143.320042,127.5264714,142.719069,127.2860822,141.9738624,126.9976152,141.1805781,126.5408757,140.315177,126.0600973,139.3055423,125.5312411,138.1516741,124.8341124,137.0218449,124.0889058,135.6756654,123.2475436,134.2333302,122.2859868,132.5986836,121.1801965,130.8678813,119.9782505,129.0168845,118.6801488,127.045693,117.2618525,125.0264237,115.7954784,122.7908042
N,admin,Manadhoo,590.7364304,704.2635696,598.3954975,711.30497,605.6839645,717.7287036,612.6018315,723.9053706,618.6549652,729.2173042,624.4610321,734.0351045,629.8964991,738.3587713,634.590766,742.1883049,638.9144329,745.523705,642.4968997,748.3649719,645.8322999,750.3415053,648.4265,751.700372,650.7736335,752.8121721,652.3795669,753.0592388,653.491367,752.9357054,654.603167,752.6886387,655.2208337,752.070972,655.9620338,751.329772,656.5797005,750.0944386,657.0738338,748.9826386,657.0738338,747.3767051,657.4444338,745.7707717,657.1973672,743.9177716,657.1973672,741.5706382,657.1973672,739.0999714,656.2091004,736.5057712,655.3443671,733.4174378,654.1090337,729.5879042,652.6266336,725.511304,650.2795001,721.0641038,647.8088333,715.8757035,645.0910999,709.9461032,641.508633,704.1400362,637.6790995,697.2221692,633.3554326,689.8101688,628.414099,681.4099017,622.7315654,672.5155013,616.5548984,663.0034341,609.8840981,652.8737003,602.595631,642.4968997,595.0600973,631.0082992
N,admin,Holhudhoo,687.9000286,820.0999714,696.8188496,828.2995326,705.3061147,835.779834,713.3618239,842.9724316,720.4105695,849.1580654,727.1716112,854.7682915,733.501097,859.8031098,738.9674711,864.2625203,744.0022894,868.1465229,748.173996,871.4551178,752.0579987,873.756749,755.0788896,875.3391205,757.8120767,876.633788,759.6821521,876.9214919,760.9768196,876.77764,762.2714872,876.4899361,762.9907469,875.7706763,763.8538586,874.9075646,764.5731184,873.4690451,765.1485262,872.1743776,765.1485262,870.3043022,765.580082,868.4342268,765.2923781,866.2764476,765.2923781,863.5432605,765.2923781,860.6662215,764.1415625,857.6453305,763.1345989,854.0490318,761.6960794,849.5896213,759.969856,844.8425069,757.2366689,839.6638367,754.3596299,833.6220548,751.194887,826.7171611,747.0231804,819.9561194,742.5637699,811.9004102,737.5289516,803.2692931,731.7748736,793.4873605,725.1576839,783.13002,717.9650863,772.0534198,710.197081,760.2575599,701.7098159,748.173996,692.9348469,734.7957646
N,admin,Fodhdhoo,98.07593246,116.9240675,99.34751502,118.0931031,100.5575694,119.1595917,101.7060956,120.1850615,102.711056,121.0669656,103.6749976,121.866832,104.577411,122.5846609,105.3567681,123.2204522,106.074597,123.7742059,106.6693695,124.245922,107.2231232,124.5740723,107.6538205,124.7996757,108.043499,124.9842602,108.3101211,125.025279,108.4947057,125.0047696,108.6792903,124.9637508,108.7818373,124.8612039,108.9048936,124.7381475,109.0074406,124.5330535,109.0894782,124.3484689,109.0894782,124.0818468,109.1510064,123.8152246,109.1099876,123.5075837,109.1099876,123.1179052,109.1099876,122.7077173,108.9459124,122.2770199,108.8023467,121.764285,108.5972527,121.1284938,108.3511399,120.4516837,107.9614614,119.7133454,107.5512735,118.8519508,107.1000668,117.8674998,106.5052943,116.9035581,105.869503,115.755032,105.1516741,114.5244682,104.3312983,113.1298292,103.3878661,111.6531527,102.3623963,110.0739292,101.2548889,108.3921587,100.0448345,106.6693695,98.79376133,104.7619956
N,admin,Velidhoo,769.5539445,917.4460555,779.5314318,926.6189068,789.0261376,934.987122,798.0380616,943.0334828,805.9234952,949.953353,813.4870743,956.2295145,820.5678718,961.861967,826.683106,966.8507107,832.3155585,971.1957455,836.9824478,974.8970714,841.3274826,977.4719069,844.7069541,979.2421063,847.7645712,980.6904512,849.856625,981.0123056,851.30497,980.8513784,852.7533149,980.529524,853.557951,979.7248879,854.5235143,978.7593246,855.3281503,977.1500525,855.9718592,975.7017075,855.9718592,973.6096537,856.4546408,971.5175999,856.1327864,969.1036917,856.1327864,966.0460746,856.1327864,962.8275303,854.8453687,959.4480588,853.7188782,955.4248784,852.109606,950.4361347,850.1784794,945.1255366,847.1208623,939.3321568,843.902318,932.5732138,840.3619193,924.8487074,835.69503,917.2851283,830.7062864,908.2732042,825.0738338,898.6175713,818.6367452,887.6745207,811.2340933,876.0877611,803.1877325,863.6963655,794.4976629,850.5003339,785.0029572,836.9824478,775.186397,822.0162167
N,nadmin,Non-administrative islands,573,16,588.0933635,16.42145518,603.5843005,16.85401188,619.4832834,17.29796254,635.8010607,17.75360728,652.5486636,18.22125413,669.7374144,18.70121925,687.3789331,19.1938271,705.4851462,19.69941071,724.068294,20.21831188,743.1409397,20.75088139,762.7159769,21.29747928,782.8066391,21.85847509,803.4265085,22.43424805,824.5895247,23.02518743,846.3099949,23.6316927,868.6026029,24.2541739,891.4824193,24.89305185,914.9649117,25.54875844,939.0659553,26.22173697,963.8018433,26.9124424,989.189298,27.62134165,1015.245482,28.34891399,1041.988011,29.09565127,1069.434964,29.86205832,1097.604895,30.64865326,1126.516849,31.45596786,1156.190371,32.28454789,1186.645522,33.1349535,1217.902891,34.0077596,1249.983608,34.90355625,1282.909362,35.82294902,1316.702411,36.76655948,1351.385602,37.73502553,1386.98238,38.72900189,1423.516812,39.74916053,1461.013595,40.79619112,1499.498078,41.87080149,1538.99628,42.97371812,1579.534902,44.10568661,1621.141349,45.26747223
R,admin,Alifushi,747.2344906,823.7655094,756.1137801,831.4820347,764.5702463,838.670031,772.3924775,845.8580272,780.2147087,851.6718477,787.1912932,858.3313148,794.2735836,863.7223119,800.9330507,868.6904858,806.9582829,873.6586597,812.5606917,877.7811869,817.845983,882.1151258,822.1799219,885.3920065,826.3024492,887.8232405,829.7907415,890.2544745,833.0676221,892.2628852,836.1330911,893.8484726,838.4586193,895.0112367,840.6784417,895.3283542,842.4754407,895.7511775,843.7439106,895.8568833,845.0123806,895.2226484,845.6466155,894.5884134,845.963733,893.1085318,845.963733,891.2058269,845.5409097,888.8802987,844.9066747,886.2376531,843.6382048,883.1721841,841.8412058,879.1553627,839.9385009,874.9271296,837.1901494,870.0646616,834.4417979,864.7793702,831.0592114,859.0712556,826.9366842,852.3060826,822.0742161,845.0123806,817.0003364,837.401561,810.9751043,828.7336832,804.7384605,819.4315704,797.3390526,809.6009285,789.5168214,798.8189342,781.3774727,787.4027049,772.4981833,775.2465348
R,admin,Vaadhoo,178.3659669,196.6340331,180.4854663,198.475979,182.5040371,200.1917642,184.3712152,201.9075495,186.2383932,203.2953169,187.9037142,204.8849415,189.5942673,206.1717804,191.1838918,207.3576908,192.6221235,208.5436011,193.9594267,209.5276544,195.2210335,210.562172,196.2555511,211.3443682,197.2396044,211.9247073,198.0722648,212.5050464,198.854461,212.984457,199.586193,213.362939,200.1413,213.6404925,200.6711748,213.7161889,201.1001211,213.8171175,201.4029067,213.8423496,201.7056924,213.6909568,201.8570852,213.539564,201.9327816,213.1863141,201.9327816,212.7321356,201.831853,212.1770287,201.6804602,211.5462253,201.3776746,210.8144933,200.9487283,209.8556722,200.4945499,208.8463868,199.8385143,207.6857085,199.1824788,206.4241017,198.3750505,205.0615664,197.3909972,203.4467097,196.2303189,201.7056924,195.0191764,199.8889786,193.5809447,197.8199435,192.0922487,195.5995155,190.3259992,193.2529269,188.4588212,190.6792491,186.5159467,187.9541784,184.3964473,185.0524828
R,admin,Rasgetheemu,230.2110079,253.7889921,232.9465752,256.1663302,235.5518773,258.380837,237.9617817,260.5953438,240.3716862,262.386489,242.5210604,264.4381644,244.7030009,266.0990445,246.7546764,267.6296595,248.6109541,269.1602745,250.3369668,270.4303593,251.9652806,271.7655766,253.3004979,272.7751312,254.5705827,273.5241556,255.6452698,274.2731799,256.6548244,274.8919392,257.5992464,275.3804333,258.3157045,275.7386624,258.9995963,275.8363612,259.553223,275.9666263,259.9440183,275.9991926,260.3348136,275.8037949,260.5302113,275.6083973,260.6279101,275.1524694,260.6279101,274.5662764,260.497645,273.8498183,260.3022473,273.0356614,259.911452,272.0912394,259.3578253,270.8537209,258.7716324,269.5510698,257.9249092,268.0530211,257.078186,266.4247073,256.0360651,264.6661284,254.7659804,262.5818867,253.2679316,260.3348136,251.7047504,257.9900417,249.8484726,255.3196071,247.9270623,252.4537747,245.647423,249.425111,243.2375185,246.1033508,240.7299152,242.586193,237.994348,238.8410712
R,admin,Agolhitheemu,177.4146817,195.5853183,179.5228771,197.4174405,181.5306823,199.1240748,183.387902,200.8307092,185.2451218,202.2110752,186.901561,203.7922218,188.5830978,205.0721976,190.1642444,206.2517831,191.5948055,207.4313686,192.9249765,208.4101736,194.1798547,209.4391737,195.2088548,210.2171982,196.1876598,210.7944422,197.0158794,211.3716862,197.7939039,211.8485399,198.5217333,212.2250034,199.0738797,212.5010766,199.6009285,212.5763693,200.0275871,212.6767595,200.3287579,212.7018571,200.6299287,212.5512717,200.7805141,212.4006863,200.8558068,212.0493204,200.8558068,211.5975643,200.7554165,211.0454178,200.6048311,210.4179787,200.3036603,209.6901494,199.8770017,208.7364419,199.4252456,207.7325394,198.7727089,206.5780514,198.1201723,205.3231732,197.3170502,203.9679047,196.3382452,202.3616606,195.1837572,200.6299287,193.9790741,198.8229041,192.548513,196.7649038,191.0677567,194.5563181,189.3109272,192.2222447,187.4537074,189.6622931,185.521195,186.9517562,183.4129996,184.0655363
R,admin,Ugoofaaru,658.2893285,725.7106715,666.1116943,732.5086799,673.5615664,738.8410712,680.4526982,745.1734625,687.3438299,750.2952496,693.4899744,756.162024,699.7292424,760.9113175,705.5960167,765.2881173,710.9040506,769.6649172,715.8395909,773.2967299,720.495761,777.1147894,724.3138205,780.0016149,727.9456332,782.1434531,731.0187054,784.2852913,733.9055309,786.054636,736.6061095,787.451487,738.6548244,788.4758444,740.6104158,788.7552146,742.1935137,789.1277082,743.3109945,789.2208317,744.4284753,788.6620912,744.9872157,788.1033508,745.2665859,786.7996232,745.2665859,785.123402,744.8940923,783.0746871,744.3353519,780.7466021,743.2178711,778.0460234,741.6347732,774.5073341,739.958552,770.7823981,737.5373436,766.4987216,735.1161351,761.8425515,732.1361862,756.8138878,728.5043736,750.85399,724.2206971,744.4284753,719.7507738,737.7235904,714.4427399,730.0874714,708.9484592,721.892612,702.429821,713.2321356,695.5386893,703.7335486,688.3681873,693.6762212,680.5458216,682.96703
